facility_id,name,street,city_raw,city,zip
00A7062A885A024D872582CC005D8AE9,El Pollo Loco,789 W. Riverdale Rd.,Riverdale,Riverdale,84405
A42CFBAF0DA69F308625768800617D4C,"EL POLLO RICO, LLC",807 26th STREET,OGDEN,Ogden,84401
DAAF11333704E1B086258E060078367A,EL SOMBRERO AZUL - LA CASA,2182 PINGREE AVE,OGDEN,Ogden,84401
6824FC2EBABDEF7F86258BD900754D55,Elevated Bagel Company,2347 Washington Blvd,Ogden,Ogden,84401
6DE7EDD162DA211A87257F110064489F,Emilia's Mexican Grill & Market,3064 S 1900 W Unit A,Ogden,Ogden,84401
ACAE3B558DA11030872583CF00703EF7,Eve's Snow Ribbons - Eve's kitchen,4090 W 5800 N Unit F,Mt. Green,Mountain Green,84050
6F3247246C29D2B986257FAE0060156C,Eve's Snow Ribbons - Eve's Snow Ribbons Mobile,4070 W 5800 N,Mt. Green,Mountain Green,84050
616CAB9315041BE28625882A00735F5E,EXTRA MILE #238,4805 South 1900 West,Roy,Roy,84067
D5EC9D409AB1C2BD862589C50064EB28,EXXON-MK Fuel Stop #1,4395 South 1900 West,Roy,Roy,84067
5E96923FC764CE9D86258C9E004FFB4E,"FABBYS FUN FOOD, LLC",1690 W 400 N,Ogden,Ogden,84404
86D5F2BE2E6B5C1986258D6800540CB9,FAMILY PROMISE OF OGDEN,324 E 1100 N,Harrisville,Harrisville,84404
24DEBD1B2EC380B48625768800618522,FAMILY TREE OF MORGAN,862 East MAHOGANY RIDGE ROAD,MORGAN,Morgan,84050
B36D342BE02CD14087257CA7005FF4A1,Farr's Ice Cream,274 21st,Ogden,Ogden,84401
E6C6BC760E67A756862576880061510B,FARR WEST ELEMENTARY - FARR WEST ELEMENTARY CAFETERIA,2190 West 2700 North,OGDEN,Ogden,84404
EE8ABEAA2C009F7B86258B9E006B275C,FAST STOP 1104 INC,4795 S 3500 W,Roy,Roy,84067
15C839EB17445F5986258B9300591E51,FAST STOP 1117 INC,416 N Washington Blvd,Ogden,Ogden,84404
842C5B3DA791C69486258B93005B59B0,FAST STOP 1118 INC,1584 W 2700 N,Pleasant View,Pleasant View,84404
3EC77D267FA5D38B86258E5200523669,FAST STOP 2201 INC,907 N WASHINGTON BLVD,OGDEN,Ogden,84404
0BEC62D8C9B5B1A586258A06007D749D,FAST STOP #1103,2000 W. Pioneer Road,Ogden,Ogden,84401
431BB4A0D870345F8625768800611A21,FAST STOP #211,5150 West OLD HWY RD,MT. GREEN,Mountain Green,84050
0AC86C2D1D2F07A98625768800618CC0,FAST STOP #611,495 40th STREET,SOUTH OGDEN,South Ogden,84403
23397087CE01B0F8862589CD0052309E,FIIZ DRINKS,4023 S. Riverdale Road Unit B,Riverdale,Riverdale,84405
569A270882A1A155862589A90067BA9D,FIIZ DRINKS,2592 North 400 East,North Ogden,North Ogden,84414
7D2D64200568B9FD862589AA0066427B,FIIZ DRINKS,1077 West 12th Street Unit 1,Ogden,Ogden,84404
FF30E7C1DAFE14BA862586A20067A626,FIIZ DRINKS,1970 West 2550 South Unit 105,West Haven,West Haven,84401
63A352012C69A27786258D2B0055EE4B,FIIZ DRINKS - MIDLAND DR.,4671 S Midland Dr.,West Haven,West Haven,84401
B987BB27214D934386258D2B0056A750,FIIZ DRINKS - ROY,4860 S 1900 W,Roy,Roy,84067
A6BE713BD578F89286258D2B00578062,FIIZ DRINKS - SOUTH OGDEN,6029 Fashion Point Dr.,South Ogden,South Ogden,84403
130C7505CBD2C45086258ABC005E925C,FIIZ DRINKS PLAIN CITY,3635 West 2600 North,Plain City,Plain City,84404
C470E6F8FA70580286258B2E005DD48E,FIKS,883 W Pleasant View Dr,Pleasant View,Pleasant View,84414
8653CC27D70E61A4862587DC006B2E3D,FIREHOUSE SUBS,4197 Riverdale Road,Riverdale,Riverdale,84405
98EE313ABECB07EE8725837C005B5BA3,First Lift Coffee,198 South 7400 East,Huntsville,Huntsville,84317
692AA82E06B8FFB78725793C0070B9AD,First Presbyterian Church,880 28th Street,Ogden,Ogden,84403
3E48D3C8C7310C4086258DE200721229,FIRST WATCH #7739,4237 RIVERDALE RD,RIVERDALE,Riverdale,84405
53122C592DCADFF7872578BE0073B05B,Five Guys Burgers and Fries,2325 Washington Blvd,Ogden,Ogden,84401
CD2E71CAE1A5F08787257799006431E3,Flying J #744,1172 W 2100 S,West Haven,West Haven,84401
677FA8483FC338CA86258C1F007E4246,FOOD SAL LLC,"1966 N 400 E, North Ogden",,,84414
B156A1E2368C181287257E360056BB47,Freddy's Frozen Custard & Steakburgers,235 12th Street,Ogden,Ogden,84404
3EF790A9615E4FB38625768800616601,FREEDOM ELEMENTARY - FREEDOM ELEMENTARY CAFETERIA,4555 WEST 5500 SOUTH,HOOPER,Hooper,84315
EBA278CAC34EE25486257688006128E0,FREMONT HIGH SCHOOL - FREMONT CAFETERIA,1975 North 4700 West,PLAIN CITY,Plain City,84404
9042E9F60C8885FE8625768800619C44,FRESH MARKET #2382,2044 HARRISON BLVD,OGDEN,Ogden,84401
4AF0ED86666C3D878625768800619CA3,FRESH MARKET #2388,5691 South HARRISON BLVD.,SOUTH OGDEN,South Ogden,84403
CEA8CE9167AE80D186258D3100586158,FUEGO,3064 S 1900 W Unit A,Ogden,Ogden,84401
3CAE27D6FAC3435A86258E210069A358,FUELIO,5500 S 5500 W,HOOPER,Hooper,84315
B7172D62BA624F8486258E490076AD3C,FULL BELLY FREIGHT,2563 MONROE BLVD.,OGDEN,Ogden,84404
BE6EA2D0487B7F9986258E66005D43DE,FULL STOP DINER & PUB,3909 AIRPORT RD.,OGDEN,Ogden,84405
2646EEEFB5005C26862587800053608D,FUNK AND DIVE,2550 Washington Blvd.,Ogden,Ogden,84401
F2219CAA55CA14EA86258E3600574B8B,"GARDENS AL, LLC",1450 9TH st.,ogden,Ogden,84404
AE8523A6EB6ED5198625768800611CE3,GARDENS ASSISTED LIVING,1450 East 9TH ST,OGDEN,Ogden,84404
AD7487F4A79CEC9186258BA200603F48,GAS STOP - RIVERDALE,686 W Riverdale Rd,Riverdale,Riverdale,84405
ADDF2B1794D5D38686258BA4005177D6,GAS STOP SOUTH OGDEN,925 E Chamber St,South Ogden,South Ogden,84403
066D8E90A00D82378625768800619D5D,GEORGE E. WAHLEN OGDEN VETS,1102 North 1200 West,OGDEN,Ogden,84404
1C936BD6E46173D88625768800616A16,GEORGE WASHINGTON HIGH SCHOOL,455 28TH STREET,OGDEN,Ogden,84401
DDC60CCF15BD06AF8625768800616ABF,GOLDEN CORRAL,988 WASHINGTON BLVD,OGDEN,Ogden,84401
3C422BEA9D809EAD8625768800617510,GOLDEN JADE,4848 HARRISON BLVD,OGDEN,Ogden,84403
4C7BEF710C2E9BA386257688006130E6,GOLDEN SPIKE ARENA CONCESSIONS,1000 North 1200 West,OGDEN,Ogden,84404
3FAC8AB4BF42100086257688006134B5,GOLDEN SPIKE AUCTION ARENA - Golden Spike Auction Arena,1000 North 1200 West,OGDEN,Ogden,84404
240DBECEA644281B86257688006120D7,GOLDEN SPIKE ELKS LODGE #719,1875 West 5200 South,ROY,Roy,84067
88F01249EDBD8DEC8625768800611DA7,GOLDEN SPIKE EXHIBIT BUILDING,1000 North 1200 West,OGDEN,Ogden,84404
1D8BE73B6E39877E8625768800617B13,GOLDEN SPIKE REC HALL,1000 North 1200 West,OGDEN,Ogden,84404
A30A4D2AEACFA2DB8625768800619C15,GOLDEN SPIKE RIDING ARENA,1000 North 1200 West,OGDEN,Ogden,84404
E30A0454B0C244CA86258C69006FBF3B,GOOCHY GOO BBQ,3936 N 2000 W,Ogden,Ogden,84404
69997727ECCDF29F872577DD006D6FDF,Good Foundations Academy - Good Foundations Academy Cafeteria,5101 S 1050 W,Riverdale,Riverdale,84405
DC61E740F3ACD7D886258DFE004ECA4A,GRAND HAVEN SENIOR LIVING,3448 S 2500 W,WEST HAVEN,West Haven,84401
730AFBB9C533DCD58625768800616627,GREAT HARVEST BREAD,272 25th STREET,OGDEN,Ogden,84401
7DE447865CECAA2A8625768800617239,GREAT HARVEST BREAD,1231 East 4800 South,OGDEN,Ogden,84403
285743EA7B3B421B862586B60062714F,GREAT HARVEST BREAD CO.,2633 North 400 East,North Ogden,North Ogden,84414
F16A541BFCA6B1E9862576880061379D,GREEK GARDEN,1048 NEW GATE MALL,OGDEN,Ogden,84405
09C8F67EF98FAD7886258B0A007DD1A1,GREEK GARDEN II,339 East 2250 South,Ogden,Ogden,84401
05042A860A92B2DE872581C300015E59,Greek Olive,5451 South 1900 West,Roy,Roy,84067
4C7A70AEFD2EC3B88625768800614C8F,GREEN ACRES ELEMENTARY - GREEN ACRES ELEMENTARY CAFETERIA,640 East 1900 North,NORTH OGDEN,North Ogden,84414
5AC2B44019504CB08625768800612E32,GREENERY RESTAURANT,1875 VALLEY DRIVE,OGDEN,Ogden,84401
497732D2367D719587257EB6006EA878,Greenwood Charter School,840 N US 89,Harrisville,Harrisville,84404
A117C7ACE7810D2F872579A4006A3D2F,Gridelis North,380 North 2000 West Unit 2,Marriott Slaterville,Marriott-Slaterville,84404
267B8F33D914A3B38625768800614B93,GROUNDS FOR COFFEE,3005 South HARRISON BLVD,OGDEN,Ogden,84403
64DDDDB9F9D4026E86257688006179F2,GROUNDS FOR COFFEE,111 East 25TH ST,OGDEN,Ogden,84401
BDE88B6658EAD7B7862588920058FDE3,GROUNDS FOR COFFEE 40TH - GROUNDS FOR COFFEE,4015 MADISON AVE.Unit B,SOUTH OGDEN,South Ogden,84403
6E789CED00ECF89786258BD30077B938,Grounds for Coffee at Ogden Regional - Grounds fo r Coffee at Ogden Regional,5475 S 500 E,South Ogden,South Ogden,84405
2CBDCF8EF13CD48B86258C68005D870A,Grounds for Coffee at ORMC - Gounds for Coffee at ORMC #2,5475 S 500 E,South Ogden,South Ogden,84405
47B03D26E919342C8625770600537BD6,GROUNDS FOR COFFEE (MCKAY DEE) - GROUNDS FOR COFFEE,4401 HARRISON BLVD,OGDEN,Ogden,84403
88B575F1192375F287257A4000738D31,Hanamaru,357 E 37th,South Ogden,South Ogden,84405
12314C8DF3C45A1486258A5C0071EF53,Handel's Homemade Icecream,4021 So. Riverdale Road,South Ogden,South Ogden,84405
8865643F8D46412186258BAF005E5EA6,HANKS BISTRO AND BREW,2429 N Ut - 158Unit 2,Eden,Eden,84310
135F304D6FAF99308625888C0063B504,HARAJUKU GRILL & SUSHI,539 N HARRISVILLE ROAD Unit A,HARRISVILLE,Harrisville,84404
D877A45566646FCF8625768800614594,HARMON'S DELI,5370 South 1900 West,ROY,Roy,84067
F3CC1D5EB05CCA0D8625768800611D36,HARRISON POINTE HEALTHCARE,3430 South HARRISON BLVD,OGDEN,Ogden,84403
3C4C4190434464548625768800611CA8,HARRISON REGENT RETIREMENT,4481 South HARRISON BLVD,OGDEN,Ogden,84403
9E3349E0A66A64C686258B880056702C,HAVEN BAY ELEMENTARY - HAVEN BAY ELEMENTARY - CAFETERIA,5100 W 3300 S,West Haven,West Haven,84401
02F63AFC71D20CFF86258ACA005D00AB,"Haven Creek Assisited Living by Rocky Mnt Care - Haven Creek Partners, LLC",4607 S Midland Dr,West Haven,West Haven,84040
4DE9F48FE2D3896E86257688006193D9,HEARTH ON 25TH,"195 25th STREET, #6",OGDEN,Ogden,84401
5CFE518283F6C07E8625768800615A93,HEARTHSIDE,5612 East 2200 North,EDEN,Eden,84310
0B85DC96ED2DBE3D86258DE7004DCF78,HEAT PHO - THAI CUISINE,5651 S 1900 W,ROY,Roy,84067
F74DAFC10C11807E86257688006183A6,HERITAGE ELEMENTARY - HERITAGE ELEMENTARY CAFETERIA,373 SOUTH 150 WEST,OGDEN,Ogden,84404
58C328E8083CB0C48625768800614E2C,HERITAGE PARK REHABILITATION - HERITAGE PARK CARE CENTER,2700 West 5600 South,ROY,Roy,84067
C245BC73484BE16686258AB4006713CD,HEY HOT POT,3701 WALL AVENUE,OGDEN,Ogden,84405
313FAA038C0AABDD872581710079AF21,Hidden Valley Assisted Living,1367 Shadow Valley Dr.,Ogden,Ogden,84403
6F4CC982CFD1DF8E8625768800611C53,HIGHLAND JR. HIGH - HIGHLAND SCHOOL CAFETERIA,325 South GRAMMERCY AVE,OGDEN,Ogden,84404
F685A0D69797F2F086258CC30051C935,HILLCREST ELEMENTARY - HILLCREST ELEMENTARY - CAFETERIA,1121 VITT DRIVE,OGDEN,Ogden,84404
A22686F16EAA51B787257A22007086BD,HILTON GARDEN INN - OGDEN - HILTON GARDEN INN,2271 WASHINGTON BLVD,OGDEN,Ogden,84401
A3EAEE6B68C1D7EF86258DA90075C718,HINDS COUNTRY STORE,4275 N 3800 W,MORGAN,Morgan,84050
07C21574F2F374378625863B0059ED5E,HISTORIC KOKOMO CLUB,216 25th Street,ogden,Ogden,84401
41021AAB792C1E528625768800612AA3,HISTORIC PLACE,162 East 25TH ST,OGDEN,Ogden,84401
F94B0A5B436F3E5F86258E6F00525D62,HIVE CAFE & MARKET,3293 HARRISON BLVD.,OGDEN,Ogden,84403
0FEEAB4AA66D6CDD86258CEC00740604,HOAGIE'S CORNER,2705 N 2000 W,Ogden,Ogden,84404
80ACBB7CB90896D387257980007B6936,Holiday Inn Express,2245 S 1200 W,West Haven,West Haven,84401
C01AA451776E9FDE86258A4D0072C348,HOLIDAY OIL,3525 West 4000 South,West Haven,West Haven,84401
55B2B0B8AF9D95598625887C00647842,HOLIDAY OIL #72 - HOLIDAY OIL,4350 WEST 5500 SOUTH,HOOPER,Hooper,84315
40DBB638E8B9513086258AE70065A384,"HOLLYFOOD, LLC",1706 East 5600 South,South Ogden,South Ogden,84403
0531786CAFC4B59886258639005DC04C,HOME2 TRU BY HILTON OGDEN,2405 Lincoln Avenue,Ogden,Ogden,84401
DB47366FFD846F87862576880061513A,HOOPER ELEMENTARY - HOOPER CAFETERIA,5900 West 5500 South,HOOPER,Hooper,84315
F18EFB4EE2D6A17D872576C70073F770,Hope Center- Boys and Girls Club,5051 S 1900 w,Roy,Roy,84067
E5CB20352C58D9F286258C6E006FF97D,HOT POT X,4339 Harrison Blvd,Ogden,Ogden,84403
7F5614A2FBCD522887257A220071667F,Hug-hes Cafe,1220 E 4800 S,OGDEN,Ogden,84403
DB8E8914B33496AC87258061007265E2,Hug-Hes Cafe,360 E 2600 N,North Ogden,North Ogden,84414
6A12473D8B69035E86257688006150A6,H. GUY CHILD ELEMENTARY - H. GUY CHILD ELEMENTARY CAFETERIA,655 East 5500 South,SOUTH OGDEN,South Ogden,84405
C62757A44FC4419186258E2D0072FD9E,I'LL BE DIPPED,2320 Kiesel Ave,Ogden,Ogden,84401
B40DD349E3C0DA4F86258B5B0056A3BE,ICHIBAN SUSHI - OGDEN,1071 W Riverdale Rd,Riverdale,Riverdale,84405
C8EF9114464936FE86257688006168A4,IHOP,947 West RIVERDALE RD,RIVERDALE,Riverdale,84405
4FB3140423B2DEE386257688006141A5,IHOP RESTAURANT 1738,189 12th ST,OGDEN,Ogden,84404
72F73BF9621072CF86258CCF006DEE44,IMPERIO AZTECA,1250 Washinton Blvd.,Ogden,Ogden,84404
58141B7F606762F987257BB1005796E3,In-N-Out Burger,4030 Riverdale Rd.,Riverdale,Riverdale,84405
3B4B4F39C6E2151286258E1F005CC170,INDIGO Cafe & Mocktail,2356 KIESEL AVE,OGDEN,Ogden,84401
140EF245321771EF86258CB900600F83,ISLAND FREEZE,3330 W 4000 S Unit B102,WEST HAVEN,West Haven,84401
B7B033572789C75587258248007DA34B,Ivan's Ice Cream - Ivan's Ice Cream Commissary,2665 Washington Blvd,Ogden,Ogden,84401
B7055E5F991CED3D87257CD8007981D0,J's Drive In,50 N. State,Morgan,Morgan,84050
7865DFEB74FF2F5B862589410062B762,J DAWGS,4104 Riverdale Road,Riverdale,Riverdale,84405
75EE199EF8F518F086258BEF0074BAE5,JACK IN THE BOX,1722 W 2700 N,Pleasant View,Pleasant View,84404
C3E9FC7BFD0D038A862589F200753AAF,JACK IN THE BOX #1311,4816 Harrison Blvd.,Ogden,Ogden,84403
8B6F20883B141DE886258BF2005F7256,JADE BOWL,2068 Harrison Blvd,Ogden,Ogden,84401
615FFCA0FFF94934862588FC005EB2EF,JAGS FUEL STORES 1,369 S. Washington Blvd.,Ogden,Ogden,84404
1C0F5A8AA86AD7AB862588FC0066EEA7,JAGS FUEL STORES 2,710 S Washington Blvd.,Ogden,Ogden,84404
24B78B29EC34919386258523007C3A7A,JAMBA JUICE - JAMBA JUIC,4396 S Harrison Blvd.,Ogden,Ogden,84403
9532129EDFF413E08625768800614F40,JAMBA JUICE #270,"1155 West RIVERDALE ROAD, B",OGDEN,Ogden,84405
4F1099905C3FFFBE862576880061471F,JAVIER'S,703 South WASHINGTON BLVD,OGDEN,Ogden,84404
812F8652C03AD4438625768800611DEA,JAVIER'S,205 West 29TH ST,OGDEN,Ogden,84401
98F85503DA1097DD86257688006176A8,JAVIER'S,4874 HARRISON BLVD,OGDEN,Ogden,84403
B268115B4DE2B8F38825794C006388EE,Javier's,755 N Harrisville Rd,Harrisville,Harrisville,84404
D1836124C3E20DB08725836200771275,Jeremiah's Lodge & Garden,1329 West 12th Street,Marriott-Slaterville,Marriott-Slaterville,84404
CD0A0E24748C971C8625768800613182,JEREMIAH'S RESTAURANT,1307 West 12TH ST,OGDEN,Ogden,84404
5C4254FA698CBE2D862584820050698D,JERSEY MIKE'S SUBS - 12th Street - JERSEY MIKES SUBS,218 E 12th St,Ogden,Ogden,84404
3FA60C412497761C86258E2F006BDEB0,JERSEY MIKE'S SUBS - NORTH OGDEN - JERSEY MIKE'S SUBS,371 E. 2600 N Unit A,North Ogden,North Ogden,84414
47260ADA3C55B127862581C20075D31F,Jersey Mike's Subs - Riverdale - Jersey Mike's Subs,829 W. Riverdale Rd.,Riverdale,Riverdale,84405
E8C46078FDC0ADC7872577F9006D863C,Jimmy John's,185 W. 12th St.,Ogden,Ogden,84404
6BC37F594BF2697D862587F800761EBE,Jimmy Johns #4103,1738 West 2700 North Unit 101,Pleasant View,Pleasant View,84404
D503C9B15E579A5886258D6C006E30DE,"Jimmy Johns/Harrison Subs, Inc.",3685 Harrison Blvd,Ogden,Ogden,84403
5E0B0573C48F5EC686258D6C006D4836,"Jimmy Johns/Riverdale Subs, Inc.",4000 Riverdale Rd,Riverdale,Riverdale,84405
D1420850580F3B0686258D6C006EB00C,"Jimmy Johns/Skyline Subs, Inc.",1696 E Skyline Dr.Unit 8,South Ogden,South Ogden,84405
7E3CDE455B42B5BA86258845005592B7,JO JO BOWLS AND BOBA,252 25th Street,Ogden,Ogden,84401
ED3BC6EE7D8FFD248625876400705EAF,Juan Pablo's Fine Mexican Grill,236 E. 24th Street,Ogden,Ogden,84401
BD4B52A63541FB5B86257688006175E0,JUMBO BURGERS,2665 North 1775 West,FARR WEST,Farr West,84404
BB955C7434E9C49786258765004F16F6,JUNGLE JUICE,3651 Wall Avenue,Ogden,Ogden,84405
F655397CFFBA33B98625768800617A1C,KAFFE MERCANTILE,1221 26th STREET,OGDEN,Ogden,84401
F50F57932A7A1B3687257DC70074AFAB,Kaffe Mercantile South Ogden,930 Chambers Unit 2,South Ogden,South Ogden,84403
B2BFC9C42EC6AFB186257688006126FF,KAMIKAZE'S,2408 South ADAMS AVE,OGDEN,Ogden,84401
4C49546CB54E88C58625768800615174,KANESVILLE ELEMENTARY - KANESVILLE CAFETERIA,3112 South 3500 West,HOOPER,Hooper,84315
AC6168D728C6E876862576880061196D,KARMART CONVENIENCE STORE INC.,205 South HARRISON BLVD,OGDEN,Ogden,84404
F4B98CDDB2A1FC2087258116005EF7D5,Kay's Kid Corner,5506 South 5900 West,Hooper,Hooper,84315
00508FD62251A0B186257688006177C7,KAY'S KIDDIE CARE PRESCHOOL,5227 West 4000 South,HOOPER,Hooper,84315
B6A723044A0E5A4C872581C2007533F6,Kent's Market,3673 W. 2600 N.,Plain City,Plain City,84404
EC526465D75A38F18625768800617C55,KENTS MARKET DELI,3535 W. 5600 S.,ROY,Roy,84067
65C18FBD2A5A3D5D86257688006147AB,KENTUCKY FRIED CHICKEN,1216 South GRANT AVE,OGDEN,Ogden,84404
DB7BC74C192C426F8625768800612E4E,KENTUCKY FRIED CHICKEN,3642 South RIVERDALE RD,SOUTH OGDEN,South Ogden,84405
754F608DB5BC020D86258ABD005B0641,KESARI INDIAN KITCHEN - Kesari Indian Kitchen,2214 Washington Blvd,Ogden,Ogden,84401
B01EF77E8728378B86258614005B4414,KEYSTONE RCOVERY CENTER - KEYSTONE RECOVERY CENTER,1159 30TH STREET,OGDEN,Ogden,84403
3428419C9400B3E38725773D0059378D,Kids Zone,3178 S. Midland,Ogden,Ogden,84401
F02D90228325278186258DE900730B9D,"KIDZ ADVENTURE DAYCARE, LLC",940 20th STREET,OGDEN,Ogden,84401
8FA47B37770E06A68725812B0074DBD8,Kidz Town,677 East 12th Street,Ogden,Ogden,84404
E170BFB960D3CEF687257CAE007AE6DF,Kidz Town Harrisville,1109 N. Washington Blvd.,Harrisville,Harrisville,84404
5B969DABCF2458068625768800612442,KIDZ TOWN NORTH,525 East 2650 North,NORTH OGDEN,North Ogden,84414
90189F3EBEB7AD9686258A4B00675184,KIRT'S DRIVE IN,1974 North 400 East,North Ogden,North Ogden,84414
3BB54C673BAA461186258B100066A613,KLASSY KWIK STOP I,735 N Harrisville Road,Ogden,Ogden,84404
5EB7CAC5A64D42B587257A4E0073797F,Kneaders Bakery,1953 Washington Blvd.,Ogden,Ogden,84401
647BDC4A48729BF486257688006139ED,KOBE TEPPANYAKI,6024 South 1550 East,SOUTH OGDEN,South Ogden,84405
26B33A4F89F6DA21862588FA0082F8B5,Kobe Teriyaki Express 88,3651 Wall Avenue Unit 1054,Ogden,Ogden,84405
D7F76B0FAF67E9B8872583AF005E2CA1,Kogane Korean Kitchen,458 40th Street,South Ogden,South Ogden,84403
AF5D0108CBE24457872581E6005859EB,Korean Bowl,5651 South 1900 West,Roy,Roy,84067
5D3525A46918B39486258B940074AB59,"LA CREPE OG GOURMET, LLC",2411 Kiesel Ave Unit 101,Ogden,Ogden,84401
25E5ACEC98415E0786258DCE005FB0EE,La Ferrovia Italian Ristorante,234 25th,Ogden,Ogden,84401
DE65FB54D43C4DE986257ECE006365A6,La Isla del Sabor,3180 Washington Blvd.,Ogden,Ogden,84401
CB477CD246D7767E862586320059A309,"LA PUPUSERIA EL DON #2, LLC",3035 Wasington Blvd.,Ogden,Ogden,84401
5E3F6B220546667186258C460070C0BD,La Tapatia #2 / Mobile,2636 Grant Ave.,Ogden,Ogden,84401
239E6494C7C403D786258751005E7383,"LAAN THAI RESTAURANT, LLC",2327 Washington Blvd.,Ogden,Ogden,84401
82E939CFBF56440B8625768800613AEA,LAKEVIEW ELEMENTARY - LAKE VIEW CAFETERIA,2025 West 5000 South,ROY,Roy,84067
868E2A81707D7A418625894100653C1E,LAMPLITE BAR,455 24th Street,Ogden,Ogden,84401
AA6C4AA50E364D7587257E9D005A62CC,Lantern House,269 W 3300 S,Ogden,Ogden,84401
672DABA6B5848B66862588F30061985B,LARRY'S SPRING CHICKEN,185 N Commercial Street Unit 4,Morgan,Morgan,84050
388AF5749F06BA89872582F00050CF13,Las Poblanitas,3651 Wall Avenue Unit 1052,Ogden,Ogden,84405
4A508EAFBC42435B86258D4D00538067,LAZY SUGAR INC.,2344 Kiesel Ave.,Ogden,Ogden,84401
285953D2B0D042618725817E005D2294,Leadership Learning Academy Cafeteria - Leadership Learning Academy,1111 2nd St.,Ogden,Ogden,84404
30440DA29E7EBDF28625768800614101,LEARNING TIME ACADEMY,5353 South 1950 West,ROY,Roy,84067
A8ADB34CFC4FA1638725838C00635B11,Lee's Diner,333 2nd Street,Ogden,Ogden,84404
C6076678052521788625768800613E47,LEE'S MARKETPLACE,2645 North WASHINGTON BLVD,N. OGDEN,North Ogden,84414
1CE6DEDC69BA35FA86258B8800746F48,LEE'S MARKETPLACE - LEE'S MARKET PLACE,4935 Old Highway Road,Mountain Green,Mountain Green,84050
CE1EEA06D00A0F388625768800611950,LEE'S MONGOLIAN BBQ RESTAURANT,2866 South WASHINGTON BLVD,OGDEN,Ogden,84401
0E473745EB8A41AE8625768800614A90,LEGACY HOUSE ASSISTED LIVI,5526 South ADAMS AVE,OGDEN,Ogden,84405
9C787EF82F67601C86258C6900710E4A,LEMONADE LUSH LLC - MOBILE #1,3195 S 3450 W,West Haven,West Haven,84401
A421E75DE193777886258E76006CB17E,LEMONADE LUSH LLC - MOBILE #2,3195 S 3450 W,WEST HAVEN,West Haven,84401
17B59561F1445CF886258DA40071E4BE,Leo's Smokehouse Kitchen,6696 S 2500 E,Uintah,Uintah,84405
5EC8C75B8E1E66D5862588AE00582622,LIBERTY ELEMENTARY - LIBERTY ELEMENTRY,3290 Monroe Blvd.,Ogden,Ogden,84403
47FF9EB0096DA3678725778800762ACE,Ligori's Pizza and Pasta,4780 Old Post Rd.,Ogden,Ogden,84403
DBFAF2D2E933A1178625768800611B21,LINCOLN ELEMENTARY - LINCOLN ELEMENTARY CAFETERIA,1235 North CANFIELD DR,OGDEN,Ogden,84404
FF9381A6D03786EE862582C900623776,LINKS BISTRO,3873 N WOLF CREEK DRIVE,EDEN,Eden,84310
FF7AF8C7F7DAF602862588CB005F6229,LIT ARCADE BAR,2432 Washington Blvd.,Ogden,Ogden,84401
0F9DC1536A1412D486258E3C0059FEA2,LITTLE CAESARS - PLEASANT VIEW,1142 W 2700 N,PLEASANT VIEW,Pleasant View,84414
3598F4B0ECCC6C3E8625768800613103,LITTLE CAESARS #019 - LITTLE CAESARS,2600 North WASHINGTON BLVD,NORTH OGDEN,North Ogden,84414
A8E26B01C95F7C3B8625768800616A3D,LITTLE CAESARS #021 - LITTLE CAESARS,4862 South 1900 West,ROY,Roy,84067
E3EB4038920E7EB68625768800613777,LITTLE CAESARS #022 - LITTLE CAESARS,3585 South HARRISON BLVD,OGDEN,Ogden,84403
82011558DB97E68887258305007B25A7,Little Caesars #032,1287 Wall Avenue,Ogden,Ogden,84404
376D06F69EC9E6CA86258D53006912AD,LITTLE LEADERS CHILDCARE,3586 Brinkers Ave,Ogden,Ogden,84403
861040C81A92992586258AB500619320,Little Professors Preschool,3951 Adams Ave,South Ogden,South Ogden,84403
F25CA9B2BE4F9E3B872576B6006205E1,Little Seed Evolution Child Care Center,259 2nd Street,Ogden,Ogden,84401
4CF2F3BDE69840B187257DFC005CC07A,Lolo Hawaiian BBQ,310 12th Street,Ogden,Ogden,84404
A1DD8307D252D0EE8625831D0055C74D,Lolo Hawaiian BBQ-Roy - Lo Lo Hawaiian BBQ Roy,1952 W 5600 S,Roy,Roy,84067
404A9FB8668FDB838625768800611D1B,"Lomond Peak Nursing & Rehab, LLC",524 East 800 North,OGDEN,Ogden,84404
8B6A16A11F33731F862576880061519B,LOMOND VIEW ELEMENTARY - LOMOND VIEW ELEMENTARY CAFETERIA,3644 North 900 West,PLEASANT VIEW,Pleasant View,84404
0BFD359C7FA502A287257AD1007ECCCF,Longhorn Steakhouse #5468,3647 Wall Ave.,Ogden,Ogden,84401
F4C2423E2EEE5AD086258D16005CA8D3,"LOOSE WHEEL, LLC - MOBILE - LOOSE WHEEL, LLC",130 25th STREET,Ogden,Ogden,84401
E00D5E4D91C710B7862576880061239B,LORIN FARR SWIMMING POOL SNCK BAR - Lorin Farr Snack Bar,1691 S. GRAMERCY AVE,OGDEN,Ogden,84401
6426A7B3DFF13C2B86258854005509CE,LOS ARIBERTOS MEXICAN FOOD,3008 W. 4000 S Unit A,WEST HAVEN,West Haven,84401
5938BEADD3FD754886258AD0005E4253,"Los Chilingos Snacks, LLC",230 24th St,Ogden,Ogden,84401
